ID,Ref_code,Precio,Ubicacion,Ciudad,Habitaciones,Banos,Superficie,Planta,Link,Portal_web,Fecha
3185,161741571,1290,Sarrià - Sant Gervasi,Barcelona,2,1,60,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/161741571/d,2022-04-10
3186,162325273,1650,Eixample,Barcelona,3,2,66,6ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/162325273/d,2022-04-10
3187,162221915,2100,Ciutat Vella,Barcelona,2,2,75,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/162221915/d,2022-04-10
3188,162805382,1100,Les Corts,Barcelona,4,1,90,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/--no-amueblado/162805382/d,2022-04-10
3189,162676286,1105,Sarrià - Sant Gervasi,Barcelona,1,1,68,Bajos,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado---no-amueblado/162676286/d,2022-04-10
3190,155686271,8000,Eixample,Barcelona,4,4,226,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado/155686271/d,2022-04-10
3191,162447291,1900,Ciutat Vella,Barcelona,2,2,80,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-jardin----amueblado-/162447291/d,2022-04-10
3192,162802483,1250,Sarrià - Sant Gervasi,Barcelona,3,2,72,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--no-amueblado/162802483/d,2022-04-10
3193,162113956,8565,Les Corts,Barcelona,4,5,444,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-parking--trastero-zona-comunitaria---parking--no-amueblado/162113956/d,2022-04-10
3194,162413625,1350,Eixample,Barcelona,2,1,70,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado--/162413625/d,2022-04-10
